course_id,title,units,description,prerequisites,course_level,major
GER 112,Topics in German Literature,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Repeat Credit: May be repeated 1 time(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",Upper division standing or consent of instructor.,Upper Division,GER
GER 113,Goethe's Faust,4,"Learning Activities: Discussion 3 hour(s), Term Paper 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 114,"From Marlene Dietrich to Run, Lola Run: German Women & Film",4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 115,German Literature Since 1945,4,"Learning Activities: Lecture 3 hour(s), Extensive Writing.
Repeat Credit: May be repeated when topic differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 116,Readings in Jewish Writing & Thought in German Culture,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Credit Limitation(s): No credit will be given to those students who have completed HUM 121.
Repeat Credit: May be repeated 2 time(s) when topic differs.
Cross Listing: JST 116.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",RST 023; or consent of instructor.,Upper Division,GER
GER 117,After the Catastrophe: Jews & Jewish Life in Post-1945 Germany,4,"Learning Activities: Discussion/Laboratory 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 118A,Vienna at the Turn of the 20th Century (The End of the Habsburg Empire),4,"Learning Activities: Lecture 1 hour(s), Discussion 2 hour(s), Extensive Writing 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC).",N/A,Upper Division,GER
GER 118B,"Weimar Culture: Defeat, the Roaring Twenties, the Rise of Nazism",4,"Learning Activities: Lecture 1 hour(s), Discussion 2 hour(s), Extensive Writing 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 118C,Germany Under the Third Reich,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper 1 hour(s).
Grade Mode: Letter.
General Education: World Cultures (WC); Writing Experience (WE).",Background in Modern European History; GER 118B recommended.,Upper Division,GER
GER 118E,Contemporary German Culture,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 119,From German Fiction to German Film,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC).",N/A,Upper Division,GER
GER 120,Survey of German Culture,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 121,The Medieval Period in German Literature,4,"Learning Activities: Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH).",GER 022; or consent of instructor.,Upper Division,GER
GER 122,Reformation & Baroque,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 123,Literature of the Classical Age,4,"Learning Activities: Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 124,Major Movements in German Literature,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Repeat Credit: May be repeated 1 time(s) when topic differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC).",GER 022; or consent of instructor.,Upper Division,GER
GER 125,Short Fiction: 1880-1914,4,"Learning Activities: Lecture 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 126,Modern German Literature,4,"Learning Activities: Discussion 3 hour(s), Extensive Writing.
Repeat Credit: May be repeated 1 time(s) with consent of advisor.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 127,Major Writers in German,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Repeat Credit: May be repeated 1 time(s) when topic differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 129,Postwar Women Writers,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 131,German Lyric Poetry,4,"Learning Activities: Lecture 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 132,The German Novelle,4,"Learning Activities: Lecture 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 133,The German Drama,4,"Learning Activities: Lecture 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 134,Topics in German Intellectual History,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Repeat Credit: May be repeated 2 time(s) when topic differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 141,The Holocaust & its Literary Representation,4,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 142,New German Cinema,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Repeat Credit: May be repeated with consent of instructor and when content differs.
Cross Listing: FMS 142.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 143,Language Through Media,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 144,"Marx, Nietzsche, Freud",4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Cross Listing: HUM 144.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC).",N/A,Upper Division,GER
GER 160,Love in the Middle Ages,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 165E,Nazi & Fascist Cinema: Film & other Visual Media,4,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s), Film Viewing.
Cross Listing: CDM 165E.
Grade Mode: Letter.
General Education: Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,GER
GER 168,Multiculturalism in German Literature,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper/Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 176A,Classic Weimar Cinema,4,"Learning Activities: Lecture/Discussion 3 hour(s), Film Viewing 3 hour(s).
Credit Limitation(s): Not open for credit to students who have completed HUM 176.
Cross Listing: FMS 176A.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",HUM 001.,Upper Division,GER
GER 185,The Age of Bismarck,4,"Learning Activities: Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 192,Field Work in German,1-12,"Learning Activities: Internship 3-36 hour(s).
Repeat Credit: May be repeated 2 time(s) or up to 12 units of credit with consent of instructor.
Grade Mode: Pass/No Pass only.",GER 109A; or consent of instructor.,Upper Division,GER
GER 194HA,Honors Program,3,"Learning Activities: Independent Study 2 hour(s), Term Paper.
Grade Mode: Pass/No Pass only.",Open only to majors with a 3.500 minimum GPA in at least 135 graduation units.,Upper Division,GER
GER 194HB,Honors Program,3,"Learning Activities: Independent Study 2 hour(s), Term Paper.
Grade Mode: Pass/No Pass only.",Open only to majors with a 3.500 minimum GPA in at least 135 graduation units.,Upper Division,GER
GER 197T,Tutoring in German,1-4,"Learning Activities: Tutorial 3-12 hour(s).
Repeat Credit: May be repeated 8 unit(s).
Grade Mode: Pass/No Pass only.",Consent of German Program Director.,Upper Division,GER
GER 198,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",N/A,Upper Division,GER
GER 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",N/A,Upper Division,GER
GER 202,Middle High German,4,"Learning Activities: Discussion 3 hour(s), Lecture 1 hour(s).
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 206,Cognitive Grammar for Applied Linguists,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper 1 hour(s).
Grade Mode: Letter.",Graduate standing.,Graduate Level,GER
GER 210,Techniques of Literary Scholarship,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 211,Concepts in Literary Theory,4,"Learning Activities: Seminar 3 hour(s).
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 212,Contemporary Approaches to Literary Theory,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 239,Narrative & Narrative Theory,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 240,Forms of German Verse,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Repeat Credit: May be repeated with consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 241,The German Drama,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Repeat Credit: May be repeated with consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 242,The German Novelle,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Repeat Credit: May be repeated with consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 243,Fontane & the Rise of the Modern German Novel,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 244,Gender & Comedy,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 252,The Writing of Lessing,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 253,Goethe,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 254,Schiller,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 255,Aesthetics in the Age of Goethe,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Grade Mode: Letter.",Graduate standing or consent of instructor.,Graduate Level,GER
GER 257,Heinrich von Kleist,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
GER 258,The Novels of Thomas Mann,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing.
Grade Mode: Letter.",N/A,Graduate Level,GER
